source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
56442,35651,7462281824603362514,8680299443848116026,7462281824603362514,4062716353872895689,DOS_SYN_Hping,1,train
56443,35652,7462281824603362514,8680299443848116026,7462281824603362514,5830095072912959552,DOS_SYN_Hping,1,train
56444,35653,9489234018989415242,9633457456589214555,9489234018989415242,4175620746288678342,DOS_SYN_Hping,1,train
56445,35654,9489234018989415242,9633457456589214555,9489234018989415242,97576751490934122,DOS_SYN_Hping,1,train
56446,35655,9489234018989415242,9633457456589214555,9489234018989415242,3362760052327902694,DOS_SYN_Hping,1,train
56447,35656,7462281824603362514,8680299443848116026,7462281824603362514,7653555011001730640,DOS_SYN_Hping,1,train
56448,35657,7462281824603362514,8680299443848116026,7462281824603362514,6980419682665059474,DOS_SYN_Hping,1,train
56449,35658,7462281824603362514,8680299443848116026,7462281824603362514,17717775542025858316,DOS_SYN_Hping,1,train
56450,35659,9489234018989415242,9633457456589214555,9489234018989415242,8383854633531489064,DOS_SYN_Hping,1,train
56451,35660,7462281824603362514,8680299443848116026,7462281824603362514,7100526014150711946,DOS_SYN_Hping,1,train
56452,35661,5528754316440278885,4987014407702403359,5528754316440278885,16902001453941761250,DOS_SYN_Hping,1,test
56453,35662,5528754316440278885,4987014407702403359,5528754316440278885,747503462774749126,DOS_SYN_Hping,1,test
56454,35663,5528754316440278885,4987014407702403359,5528754316440278885,9379038471573258328,DOS_SYN_Hping,1,test
56455,35664,5528754316440278885,4987014407702403359,5528754316440278885,9916082978661603206,DOS_SYN_Hping,1,test
56456,35665,7462281824603362514,8680299443848116026,7462281824603362514,365611394812888521,DOS_SYN_Hping,1,train
56457,35666,7462281824603362514,8680299443848116026,7462281824603362514,14515360288990798353,DOS_SYN_Hping,1,train
56458,35667,9489234018989415242,9633457456589214555,9489234018989415242,16640951203951922540,DOS_SYN_Hping,1,train
56459,35668,7462281824603362514,8680299443848116026,7462281824603362514,5033961675215543358,DOS_SYN_Hping,1,train
56460,35669,7462281824603362514,8680299443848116026,7462281824603362514,17464970017694775959,DOS_SYN_Hping,1,train
56461,35670,7462281824603362514,8680299443848116026,7462281824603362514,13990002938803347946,DOS_SYN_Hping,1,train
56462,35671,13195513595496322478,5832637032355651987,13195513595496322478,2979442909564887719,DOS_SYN_Hping,1,calibration
56463,35672,13195513595496322478,5832637032355651987,13195513595496322478,12715774127884493756,DOS_SYN_Hping,1,calibration
56464,35673,5528754316440278885,4987014407702403359,5528754316440278885,10913385291372095752,DOS_SYN_Hping,1,test
56465,35674,7462281824603362514,8680299443848116026,7462281824603362514,1579736594590979612,DOS_SYN_Hping,1,train
56466,35675,7462281824603362514,8680299443848116026,7462281824603362514,3155565510541315984,DOS_SYN_Hping,1,train
56467,35676,5528754316440278885,4987014407702403359,5528754316440278885,15192501011142293004,DOS_SYN_Hping,1,test
56468,35677,7462281824603362514,8680299443848116026,7462281824603362514,8112757165961114302,DOS_SYN_Hping,1,train
56469,35678,7462281824603362514,8680299443848116026,7462281824603362514,9437165414833742986,DOS_SYN_Hping,1,train
56470,35679,7462281824603362514,8680299443848116026,7462281824603362514,5878754099703533881,DOS_SYN_Hping,1,train
56471,35680,7462281824603362514,8680299443848116026,7462281824603362514,14956041183629510884,DOS_SYN_Hping,1,train
56472,35681,7462281824603362514,8680299443848116026,7462281824603362514,2286468360878847878,DOS_SYN_Hping,1,train
56473,35682,7462281824603362514,8680299443848116026,7462281824603362514,6475897396921468464,DOS_SYN_Hping,1,train
56474,35683,7462281824603362514,8680299443848116026,7462281824603362514,729086933887426012,DOS_SYN_Hping,1,train
56475,35684,7462281824603362514,8680299443848116026,7462281824603362514,921014784710597495,DOS_SYN_Hping,1,train
56476,35685,7462281824603362514,8680299443848116026,7462281824603362514,15783801597311681881,DOS_SYN_Hping,1,train
56477,35686,7462281824603362514,8680299443848116026,7462281824603362514,16319216560485633264,DOS_SYN_Hping,1,train
56478,35687,5528754316440278885,4987014407702403359,5528754316440278885,17808270329886610978,DOS_SYN_Hping,1,test
56479,35688,5528754316440278885,4987014407702403359,5528754316440278885,15170411077625715814,DOS_SYN_Hping,1,test
56480,35689,7462281824603362514,8680299443848116026,7462281824603362514,2030145699395070506,DOS_SYN_Hping,1,train
56481,35690,5528754316440278885,4987014407702403359,5528754316440278885,17994611278305305638,DOS_SYN_Hping,1,test
56482,35691,7462281824603362514,8680299443848116026,7462281824603362514,13163200956063236798,DOS_SYN_Hping,1,train
56483,35692,7462281824603362514,8680299443848116026,7462281824603362514,14609814319542403700,DOS_SYN_Hping,1,train
56484,35693,7462281824603362514,8680299443848116026,7462281824603362514,5784253494354012758,DOS_SYN_Hping,1,train
56485,35694,7462281824603362514,8680299443848116026,7462281824603362514,8164000072586581325,DOS_SYN_Hping,1,train
56486,35695,7462281824603362514,8680299443848116026,7462281824603362514,18140662876607923916,DOS_SYN_Hping,1,train
56487,35696,7462281824603362514,8680299443848116026,7462281824603362514,10652575753285615339,DOS_SYN_Hping,1,train
56488,35697,7462281824603362514,8680299443848116026,7462281824603362514,4302013983531132492,DOS_SYN_Hping,1,train
56489,35698,9489234018989415242,9633457456589214555,9489234018989415242,10911432495467755602,DOS_SYN_Hping,1,train
56490,35699,9489234018989415242,9633457456589214555,9489234018989415242,7129204903226918544,DOS_SYN_Hping,1,train
56491,35700,5528754316440278885,4987014407702403359,5528754316440278885,14131149819759922756,DOS_SYN_Hping,1,test
56492,35701,7314053757843902115,13144237108829636008,7314053757843902115,2021479178232526207,DOS_SYN_Hping,1,train
56493,35702,5528754316440278885,4987014407702403359,5528754316440278885,17627927659641526362,DOS_SYN_Hping,1,test
56494,35703,7462281824603362514,8680299443848116026,7462281824603362514,7554982498857820420,DOS_SYN_Hping,1,train
56495,35704,7314053757843902115,13144237108829636008,7314053757843902115,16068581090798867910,DOS_SYN_Hping,1,train
56496,35705,9489234018989415242,9633457456589214555,9489234018989415242,4166859301773758867,DOS_SYN_Hping,1,train
56497,35706,7462281824603362514,8680299443848116026,7462281824603362514,2437644452615740242,DOS_SYN_Hping,1,train
56498,35707,9489234018989415242,9633457456589214555,9489234018989415242,14088392215459476919,DOS_SYN_Hping,1,train
56499,35708,7462281824603362514,8680299443848116026,7462281824603362514,18354168400146481273,DOS_SYN_Hping,1,train
56500,35709,7462281824603362514,8680299443848116026,7462281824603362514,8765106866032309868,DOS_SYN_Hping,1,train
56501,35710,7462281824603362514,8680299443848116026,7462281824603362514,13095028910173594144,DOS_SYN_Hping,1,train
56502,35711,7462281824603362514,8680299443848116026,7462281824603362514,17242616159088860691,DOS_SYN_Hping,1,train
56503,35712,5528754316440278885,4987014407702403359,5528754316440278885,4634989915904227139,DOS_SYN_Hping,1,test
56504,35713,7314053757843902115,13144237108829636008,7314053757843902115,9273646798018591521,DOS_SYN_Hping,1,train
56505,35714,13195513595496322478,5832637032355651987,13195513595496322478,4204292271219723415,DOS_SYN_Hping,1,calibration
56506,35715,7462281824603362514,8680299443848116026,7462281824603362514,12090711557786153447,DOS_SYN_Hping,1,train
56507,35716,9489234018989415242,9633457456589214555,9489234018989415242,17825009973276650966,DOS_SYN_Hping,1,train
56508,35717,9489234018989415242,9633457456589214555,9489234018989415242,2715652372828514818,DOS_SYN_Hping,1,train
56509,35718,7462281824603362514,8680299443848116026,7462281824603362514,5671563116850410594,DOS_SYN_Hping,1,train
56510,35719,9489234018989415242,9633457456589214555,9489234018989415242,1909823101496514849,DOS_SYN_Hping,1,train
56511,35720,7462281824603362514,8680299443848116026,7462281824603362514,2404455872385021302,DOS_SYN_Hping,1,train
56512,35721,7462281824603362514,8680299443848116026,7462281824603362514,12270648529245872530,DOS_SYN_Hping,1,train
56513,35722,7462281824603362514,8680299443848116026,7462281824603362514,14384654055944840905,DOS_SYN_Hping,1,train
56514,35723,7462281824603362514,8680299443848116026,7462281824603362514,199253171279000563,DOS_SYN_Hping,1,train
56515,35724,9489234018989415242,9633457456589214555,9489234018989415242,3479764087768279799,DOS_SYN_Hping,1,train
56516,35725,9489234018989415242,9633457456589214555,9489234018989415242,4352779702283041479,DOS_SYN_Hping,1,train
56517,35726,7314053757843902115,13144237108829636008,7314053757843902115,14872209340114623189,DOS_SYN_Hping,1,train
56518,35727,5528754316440278885,4987014407702403359,5528754316440278885,15614453406845389160,DOS_SYN_Hping,1,test
56519,35728,7314053757843902115,13144237108829636008,7314053757843902115,6027318483452293032,DOS_SYN_Hping,1,train
56520,35729,7462281824603362514,8680299443848116026,7462281824603362514,8852717017302189465,DOS_SYN_Hping,1,train
56521,35730,9489234018989415242,9633457456589214555,9489234018989415242,2236392782052388342,DOS_SYN_Hping,1,train
56522,35731,7314053757843902115,13144237108829636008,7314053757843902115,3319147250944079685,DOS_SYN_Hping,1,train
56523,35732,9489234018989415242,9633457456589214555,9489234018989415242,12640430634766259829,DOS_SYN_Hping,1,train
56524,35733,7462281824603362514,8680299443848116026,7462281824603362514,1594668445446772137,DOS_SYN_Hping,1,train
56525,35734,7462281824603362514,8680299443848116026,7462281824603362514,14379726174159983563,DOS_SYN_Hping,1,train
56526,35735,7462281824603362514,8680299443848116026,7462281824603362514,17445640471407420067,DOS_SYN_Hping,1,train
56527,35736,7462281824603362514,8680299443848116026,7462281824603362514,3668159192301762171,DOS_SYN_Hping,1,train
56528,35737,13195513595496322478,5832637032355651987,13195513595496322478,9348446290395493603,DOS_SYN_Hping,1,calibration
56529,35738,5528754316440278885,4987014407702403359,5528754316440278885,17640043445280583280,DOS_SYN_Hping,1,test
56530,35739,7314053757843902115,13144237108829636008,7314053757843902115,4141484784156196163,DOS_SYN_Hping,1,train
56531,35740,7462281824603362514,8680299443848116026,7462281824603362514,3214926783687394492,DOS_SYN_Hping,1,train
56532,35741,7462281824603362514,8680299443848116026,7462281824603362514,12946338587152395440,DOS_SYN_Hping,1,train
56533,35742,7462281824603362514,8680299443848116026,7462281824603362514,9318049697707446041,DOS_SYN_Hping,1,train
56534,35743,7462281824603362514,8680299443848116026,7462281824603362514,9905530544171748869,DOS_SYN_Hping,1,train
56535,35744,7462281824603362514,8680299443848116026,7462281824603362514,8051763880772034446,DOS_SYN_Hping,1,train
56536,35745,7462281824603362514,8680299443848116026,7462281824603362514,7657373632222178854,DOS_SYN_Hping,1,train
56537,35746,9489234018989415242,9633457456589214555,9489234018989415242,17344306362989089079,DOS_SYN_Hping,1,train
56538,35747,7462281824603362514,8680299443848116026,7462281824603362514,366639564185618818,DOS_SYN_Hping,1,train
56539,35748,7462281824603362514,8680299443848116026,7462281824603362514,9980933503823913467,DOS_SYN_Hping,1,train
56540,35749,7462281824603362514,8680299443848116026,7462281824603362514,8252176083482215766,DOS_SYN_Hping,1,train
56541,35750,5528754316440278885,4987014407702403359,5528754316440278885,17457316052832191882,DOS_SYN_Hping,1,test
56542,35751,7462281824603362514,8680299443848116026,7462281824603362514,2574570930024109849,DOS_SYN_Hping,1,train
56543,35752,5528754316440278885,4987014407702403359,5528754316440278885,12845260056343119308,DOS_SYN_Hping,1,test
56544,35753,9489234018989415242,9633457456589214555,9489234018989415242,3399750007908584629,DOS_SYN_Hping,1,train
56545,35754,9489234018989415242,9633457456589214555,9489234018989415242,221853283165753138,DOS_SYN_Hping,1,train
56546,35755,9489234018989415242,9633457456589214555,9489234018989415242,4384755624052443232,DOS_SYN_Hping,1,train
56547,35756,7462281824603362514,8680299443848116026,7462281824603362514,11741087263306460840,DOS_SYN_Hping,1,train
56548,35757,5528754316440278885,4987014407702403359,5528754316440278885,4770577761946583272,DOS_SYN_Hping,1,test
56549,35758,7462281824603362514,8680299443848116026,7462281824603362514,4553548185963008662,DOS_SYN_Hping,1,train
56550,35759,7462281824603362514,8680299443848116026,7462281824603362514,6196002905431994394,DOS_SYN_Hping,1,train
56551,35760,13195513595496322478,5832637032355651987,13195513595496322478,136715886276049174,DOS_SYN_Hping,1,calibration
56552,35761,7314053757843902115,13144237108829636008,7314053757843902115,7805651797210315929,DOS_SYN_Hping,1,train
56553,35762,5528754316440278885,4987014407702403359,5528754316440278885,18068053008028281745,DOS_SYN_Hping,1,test
56554,35763,7462281824603362514,8680299443848116026,7462281824603362514,10801381226030632875,DOS_SYN_Hping,1,train
56555,35764,5528754316440278885,4987014407702403359,5528754316440278885,8342982271400125470,DOS_SYN_Hping,1,test
56556,35765,7462281824603362514,8680299443848116026,7462281824603362514,6738081716467098377,DOS_SYN_Hping,1,train
56557,35766,9489234018989415242,9633457456589214555,9489234018989415242,11360067515179140944,DOS_SYN_Hping,1,train
56558,35767,7462281824603362514,8680299443848116026,7462281824603362514,7256024530767870051,DOS_SYN_Hping,1,train
56559,35768,7462281824603362514,8680299443848116026,7462281824603362514,4293305050823854965,DOS_SYN_Hping,1,train
56560,35769,9489234018989415242,9633457456589214555,9489234018989415242,1899623659001753396,DOS_SYN_Hping,1,train
56561,35770,7462281824603362514,8680299443848116026,7462281824603362514,3764402725427733594,DOS_SYN_Hping,1,train
56562,35771,7462281824603362514,8680299443848116026,7462281824603362514,1829898150020384634,DOS_SYN_Hping,1,train
56563,35772,13195513595496322478,5832637032355651987,13195513595496322478,8964177281599582956,DOS_SYN_Hping,1,calibration
56564,35773,7314053757843902115,13144237108829636008,7314053757843902115,11229552802777910166,DOS_SYN_Hping,1,train
56565,35774,7462281824603362514,8680299443848116026,7462281824603362514,6902561261530306222,DOS_SYN_Hping,1,train
56566,35775,9489234018989415242,9633457456589214555,9489234018989415242,16082318720049288455,DOS_SYN_Hping,1,train
56567,35776,13195513595496322478,5832637032355651987,13195513595496322478,16871723646905189608,DOS_SYN_Hping,1,calibration
56568,35777,9489234018989415242,9633457456589214555,9489234018989415242,8693673286323691895,DOS_SYN_Hping,1,train
56569,35778,7462281824603362514,8680299443848116026,7462281824603362514,417415747266558754,DOS_SYN_Hping,1,train
56570,35779,9489234018989415242,9633457456589214555,9489234018989415242,2864243996250739723,DOS_SYN_Hping,1,train
56571,35780,7462281824603362514,8680299443848116026,7462281824603362514,12108011217609339845,DOS_SYN_Hping,1,train
56572,35781,7462281824603362514,8680299443848116026,7462281824603362514,6457526575173938950,DOS_SYN_Hping,1,train
56573,35782,7462281824603362514,8680299443848116026,7462281824603362514,13871974676723122544,DOS_SYN_Hping,1,train
56574,35783,7462281824603362514,8680299443848116026,7462281824603362514,985364135181126649,DOS_SYN_Hping,1,train
56575,35784,5528754316440278885,4987014407702403359,5528754316440278885,8979864448935301754,DOS_SYN_Hping,1,test
56576,35785,7314053757843902115,13144237108829636008,7314053757843902115,8109080570429936136,DOS_SYN_Hping,1,train
56577,35786,13195513595496322478,5832637032355651987,13195513595496322478,6657734237543969470,DOS_SYN_Hping,1,calibration
56578,35787,7462281824603362514,8680299443848116026,7462281824603362514,14843564038101711944,DOS_SYN_Hping,1,train
56579,35788,7462281824603362514,8680299443848116026,7462281824603362514,14432629664354306210,DOS_SYN_Hping,1,train
56580,35789,13195513595496322478,5832637032355651987,13195513595496322478,5145610335353183941,DOS_SYN_Hping,1,calibration
56581,35790,7462281824603362514,8680299443848116026,7462281824603362514,6043305372008865655,DOS_SYN_Hping,1,train
56582,35791,9489234018989415242,9633457456589214555,9489234018989415242,5684685231516420016,DOS_SYN_Hping,1,train
56583,35792,7462281824603362514,8680299443848116026,7462281824603362514,7890851764963230636,DOS_SYN_Hping,1,train
56584,35793,7462281824603362514,8680299443848116026,7462281824603362514,7181746491364190784,DOS_SYN_Hping,1,train
56585,35794,7462281824603362514,8680299443848116026,7462281824603362514,2282125045308894418,DOS_SYN_Hping,1,train
56586,35795,7462281824603362514,8680299443848116026,7462281824603362514,9410524043423972978,DOS_SYN_Hping,1,train
56587,35796,13195513595496322478,5832637032355651987,13195513595496322478,11168968641007247037,DOS_SYN_Hping,1,calibration
56588,35797,7314053757843902115,13144237108829636008,7314053757843902115,5018715585687720746,DOS_SYN_Hping,1,train
56589,35798,5528754316440278885,4987014407702403359,5528754316440278885,7196023005069662925,DOS_SYN_Hping,1,test
56590,35799,7462281824603362514,8680299443848116026,7462281824603362514,17923034134059367521,DOS_SYN_Hping,1,train
56591,35800,7314053757843902115,13144237108829636008,7314053757843902115,11668292443771371248,DOS_SYN_Hping,1,train
56592,35801,7462281824603362514,8680299443848116026,7462281824603362514,6276431082454008533,DOS_SYN_Hping,1,train
56593,35802,7462281824603362514,8680299443848116026,7462281824603362514,17953265748087078701,DOS_SYN_Hping,1,train
56594,35803,7314053757843902115,13144237108829636008,7314053757843902115,17935357279739664994,DOS_SYN_Hping,1,train
56595,35804,9489234018989415242,9633457456589214555,9489234018989415242,12622377392083290520,DOS_SYN_Hping,1,train
56596,35805,7462281824603362514,8680299443848116026,7462281824603362514,6143150683554173524,DOS_SYN_Hping,1,train
56597,35806,7462281824603362514,8680299443848116026,7462281824603362514,11550794313456749965,DOS_SYN_Hping,1,train
56598,35807,7462281824603362514,8680299443848116026,7462281824603362514,13447288084144634246,DOS_SYN_Hping,1,train
56599,35808,7462281824603362514,8680299443848116026,7462281824603362514,6970080381980578802,DOS_SYN_Hping,1,train
56600,35809,5528754316440278885,4987014407702403359,5528754316440278885,8422608531301603523,DOS_SYN_Hping,1,test
56601,35810,7462281824603362514,8680299443848116026,7462281824603362514,1294391958484814656,DOS_SYN_Hping,1,train
56602,35811,5528754316440278885,4987014407702403359,5528754316440278885,11216281646236766253,DOS_SYN_Hping,1,test
56603,35812,7462281824603362514,8680299443848116026,7462281824603362514,9036911276958410643,DOS_SYN_Hping,1,train
56604,35813,7314053757843902115,13144237108829636008,7314053757843902115,17939254702404739261,DOS_SYN_Hping,1,train
56605,35814,13195513595496322478,5832637032355651987,13195513595496322478,14441312712274397893,DOS_SYN_Hping,1,calibration
56606,35815,7462281824603362514,8680299443848116026,7462281824603362514,2417664932510759809,DOS_SYN_Hping,1,train
56607,35816,7462281824603362514,8680299443848116026,7462281824603362514,657311455175028952,DOS_SYN_Hping,1,train
56608,35817,9489234018989415242,9633457456589214555,9489234018989415242,4607570203294842707,DOS_SYN_Hping,1,train
56609,35818,7462281824603362514,8680299443848116026,7462281824603362514,13702866942248174411,DOS_SYN_Hping,1,train
56610,35819,13195513595496322478,5832637032355651987,13195513595496322478,6866605360134048376,DOS_SYN_Hping,1,calibration
56611,35820,5528754316440278885,4987014407702403359,5528754316440278885,2656746275141580491,DOS_SYN_Hping,1,test
56612,35821,7462281824603362514,8680299443848116026,7462281824603362514,14452449081154076096,DOS_SYN_Hping,1,train
56613,35822,5528754316440278885,4987014407702403359,5528754316440278885,10022116801426700114,DOS_SYN_Hping,1,test
56614,35823,5528754316440278885,4987014407702403359,5528754316440278885,10286198207988250833,DOS_SYN_Hping,1,test
56615,35824,7462281824603362514,8680299443848116026,7462281824603362514,15817014005797213462,DOS_SYN_Hping,1,train
56616,35825,13195513595496322478,5832637032355651987,13195513595496322478,15802162779010103060,DOS_SYN_Hping,1,calibration
56617,35826,7462281824603362514,8680299443848116026,7462281824603362514,17848461100827463176,DOS_SYN_Hping,1,train
56618,35827,7462281824603362514,8680299443848116026,7462281824603362514,16883805755720082908,DOS_SYN_Hping,1,train
56619,35828,9489234018989415242,9633457456589214555,9489234018989415242,10402753038017567611,DOS_SYN_Hping,1,train
56620,35829,7462281824603362514,8680299443848116026,7462281824603362514,4714633477520245138,DOS_SYN_Hping,1,train
56621,35830,9489234018989415242,9633457456589214555,9489234018989415242,9445913764053952121,DOS_SYN_Hping,1,train
56622,35831,7314053757843902115,13144237108829636008,7314053757843902115,2536890015782846412,DOS_SYN_Hping,1,train
56623,35832,5528754316440278885,4987014407702403359,5528754316440278885,14864571351079852127,DOS_SYN_Hping,1,test
56624,35833,7462281824603362514,8680299443848116026,7462281824603362514,7162408371404585494,DOS_SYN_Hping,1,train
56625,35834,5528754316440278885,4987014407702403359,5528754316440278885,3020912874496978530,DOS_SYN_Hping,1,test
56626,35835,7462281824603362514,8680299443848116026,7462281824603362514,3735129584389028103,DOS_SYN_Hping,1,train
56627,35836,7462281824603362514,8680299443848116026,7462281824603362514,5600490480053830943,DOS_SYN_Hping,1,train
56628,35837,9489234018989415242,9633457456589214555,9489234018989415242,6266887110434920530,DOS_SYN_Hping,1,train
56629,35838,7462281824603362514,8680299443848116026,7462281824603362514,14219058571659537725,DOS_SYN_Hping,1,train
56630,35839,7462281824603362514,8680299443848116026,7462281824603362514,9465138531283784125,DOS_SYN_Hping,1,train
56631,35840,7462281824603362514,8680299443848116026,7462281824603362514,6822895066224159185,DOS_SYN_Hping,1,train
56632,35841,7462281824603362514,8680299443848116026,7462281824603362514,16307358729971825759,DOS_SYN_Hping,1,train
56633,35842,9489234018989415242,9633457456589214555,9489234018989415242,3370311288215351701,DOS_SYN_Hping,1,train
56634,35843,7462281824603362514,8680299443848116026,7462281824603362514,18120640454997342309,DOS_SYN_Hping,1,train
56635,35844,5528754316440278885,4987014407702403359,5528754316440278885,12277157220067791782,DOS_SYN_Hping,1,test
56636,35845,7462281824603362514,8680299443848116026,7462281824603362514,14306697114852881125,DOS_SYN_Hping,1,train
56637,35846,5528754316440278885,4987014407702403359,5528754316440278885,13097128680782907554,DOS_SYN_Hping,1,test
56638,35847,7462281824603362514,8680299443848116026,7462281824603362514,2398559214611352359,DOS_SYN_Hping,1,train
56639,35848,7462281824603362514,8680299443848116026,7462281824603362514,239807163910949159,DOS_SYN_Hping,1,train
56640,35849,7462281824603362514,8680299443848116026,7462281824603362514,12921812314045296244,DOS_SYN_Hping,1,train
56641,35850,7462281824603362514,8680299443848116026,7462281824603362514,596140685751060679,DOS_SYN_Hping,1,train
56642,35851,9489234018989415242,9633457456589214555,9489234018989415242,16629614393411387199,DOS_SYN_Hping,1,train
56643,35852,7462281824603362514,8680299443848116026,7462281824603362514,8886111515476665359,DOS_SYN_Hping,1,train
56644,35853,9489234018989415242,9633457456589214555,9489234018989415242,8998549727855678011,DOS_SYN_Hping,1,train
56645,35854,7314053757843902115,13144237108829636008,7314053757843902115,17504552661912795630,DOS_SYN_Hping,1,train
56646,35855,7462281824603362514,8680299443848116026,7462281824603362514,2440794861001055743,DOS_SYN_Hping,1,train
56647,35856,7462281824603362514,8680299443848116026,7462281824603362514,13757383202797527056,DOS_SYN_Hping,1,train
56648,35857,13195513595496322478,5832637032355651987,13195513595496322478,17861764293313968954,DOS_SYN_Hping,1,calibration
56649,35858,7462281824603362514,8680299443848116026,7462281824603362514,11545896586194450161,DOS_SYN_Hping,1,train
56650,35859,5528754316440278885,4987014407702403359,5528754316440278885,14091376696215459876,DOS_SYN_Hping,1,test
56651,35860,7462281824603362514,8680299443848116026,7462281824603362514,15002904500279442516,DOS_SYN_Hping,1,train
56652,35861,7462281824603362514,8680299443848116026,7462281824603362514,1713241530035622926,DOS_SYN_Hping,1,train
56653,35862,9489234018989415242,9633457456589214555,9489234018989415242,7145637467405901214,DOS_SYN_Hping,1,train
56654,35863,7462281824603362514,8680299443848116026,7462281824603362514,16694873714939188334,DOS_SYN_Hping,1,train
56655,35864,7462281824603362514,8680299443848116026,7462281824603362514,1005623380551427573,DOS_SYN_Hping,1,train
56656,35865,13195513595496322478,5832637032355651987,13195513595496322478,5261388809253265062,DOS_SYN_Hping,1,calibration
56657,35866,7462281824603362514,8680299443848116026,7462281824603362514,7952922314572699673,DOS_SYN_Hping,1,train
56658,35867,9489234018989415242,9633457456589214555,9489234018989415242,7819938801602389395,DOS_SYN_Hping,1,train
56659,35868,7462281824603362514,8680299443848116026,7462281824603362514,10950416370593328665,DOS_SYN_Hping,1,train
56660,35869,13195513595496322478,5832637032355651987,13195513595496322478,18207095878688113143,DOS_SYN_Hping,1,calibration
56661,35870,9489234018989415242,9633457456589214555,9489234018989415242,2202497164154949491,DOS_SYN_Hping,1,train
56662,35871,7462281824603362514,8680299443848116026,7462281824603362514,10459671938318878285,DOS_SYN_Hping,1,train
56663,35872,5528754316440278885,4987014407702403359,5528754316440278885,11536027863525378027,DOS_SYN_Hping,1,test
56664,35873,7462281824603362514,8680299443848116026,7462281824603362514,14325595669899249616,DOS_SYN_Hping,1,train
56665,35874,7462281824603362514,8680299443848116026,7462281824603362514,16725019836291111030,DOS_SYN_Hping,1,train
56666,35875,7462281824603362514,8680299443848116026,7462281824603362514,9481892831270867069,DOS_SYN_Hping,1,train
56667,35876,7462281824603362514,8680299443848116026,7462281824603362514,14389672338124675995,DOS_SYN_Hping,1,train
56668,35877,9489234018989415242,9633457456589214555,9489234018989415242,385071472943273508,DOS_SYN_Hping,1,train
56669,35878,9489234018989415242,9633457456589214555,9489234018989415242,13636108942923186397,DOS_SYN_Hping,1,train
56670,35879,7462281824603362514,8680299443848116026,7462281824603362514,8743045115312088702,DOS_SYN_Hping,1,train
56671,35880,5528754316440278885,4987014407702403359,5528754316440278885,15167406569730039908,DOS_SYN_Hping,1,test
56672,35881,7462281824603362514,8680299443848116026,7462281824603362514,15405180970887662190,DOS_SYN_Hping,1,train
56673,35882,7462281824603362514,8680299443848116026,7462281824603362514,663608453977386468,DOS_SYN_Hping,1,train
56674,35883,7462281824603362514,8680299443848116026,7462281824603362514,12397617290399436759,DOS_SYN_Hping,1,train
56675,35884,5528754316440278885,4987014407702403359,5528754316440278885,8714225491845530807,DOS_SYN_Hping,1,test
56676,35885,7462281824603362514,8680299443848116026,7462281824603362514,10926924749907620449,DOS_SYN_Hping,1,train
56677,35886,7462281824603362514,8680299443848116026,7462281824603362514,11956426195373277786,DOS_SYN_Hping,1,train
56678,35887,7462281824603362514,8680299443848116026,7462281824603362514,1120243509344366310,DOS_SYN_Hping,1,train
56679,35888,7462281824603362514,8680299443848116026,7462281824603362514,16179688647732259621,DOS_SYN_Hping,1,train
56680,35889,7462281824603362514,8680299443848116026,7462281824603362514,12088525900651504324,DOS_SYN_Hping,1,train
56681,35890,7462281824603362514,8680299443848116026,7462281824603362514,16558601094954656801,DOS_SYN_Hping,1,train
56682,35891,7462281824603362514,8680299443848116026,7462281824603362514,1972976085910023133,DOS_SYN_Hping,1,train
56683,35892,7462281824603362514,8680299443848116026,7462281824603362514,9894733665736532794,DOS_SYN_Hping,1,train
56684,35893,7462281824603362514,8680299443848116026,7462281824603362514,2541380683324290,DOS_SYN_Hping,1,train
56685,35894,7462281824603362514,8680299443848116026,7462281824603362514,463266745691965655,DOS_SYN_Hping,1,train
56686,35895,7462281824603362514,8680299443848116026,7462281824603362514,2938592751045349140,DOS_SYN_Hping,1,train
56687,35896,5528754316440278885,4987014407702403359,5528754316440278885,17534302034479167772,DOS_SYN_Hping,1,test
56688,35897,13195513595496322478,5832637032355651987,13195513595496322478,7802347792852991834,DOS_SYN_Hping,1,calibration
56689,35898,5528754316440278885,4987014407702403359,5528754316440278885,13560555474639381713,DOS_SYN_Hping,1,test
56690,35899,7462281824603362514,8680299443848116026,7462281824603362514,8590065441717588822,DOS_SYN_Hping,1,train
56691,35900,7462281824603362514,8680299443848116026,7462281824603362514,2718787382047399938,DOS_SYN_Hping,1,train
56692,35901,7462281824603362514,8680299443848116026,7462281824603362514,16639946516105478039,DOS_SYN_Hping,1,train
56693,35902,7462281824603362514,8680299443848116026,7462281824603362514,2054224584481711351,DOS_SYN_Hping,1,train
56694,35903,9489234018989415242,9633457456589214555,9489234018989415242,11176861709134292637,DOS_SYN_Hping,1,train
56695,35904,7462281824603362514,8680299443848116026,7462281824603362514,14819799746556218312,DOS_SYN_Hping,1,train
56696,35905,9489234018989415242,9633457456589214555,9489234018989415242,3526398284086222162,DOS_SYN_Hping,1,train
56697,35906,7462281824603362514,8680299443848116026,7462281824603362514,10196878745051119440,DOS_SYN_Hping,1,train
56698,35907,13195513595496322478,5832637032355651987,13195513595496322478,6018065920183410390,DOS_SYN_Hping,1,calibration
